date,year,title,body,motion_no,motion,motion_type,result,mover,seconder,member,vote,source,provenance
2026-03-24,2026,Cache County Council Council Meeting,Council,35,suspend rules and approve Ordinance 2026-08,,Motion passes.,JoAnn Bennett,JoAnn Bennett,JoAnn Bennett,Aye,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,35,suspend rules and approve Ordinance 2026-08,,Motion passes.,JoAnn Bennett,JoAnn Bennett,Kathryn Beus,Absent,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,36,suspend rules and approve Ordinance 2026-10,,Motion passes.,David Erickson,Nolan Gunnell,David Erickson,Aye,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,36,suspend rules and approve Ordinance 2026-10,,Motion passes.,David Erickson,Nolan Gunnell,Nolan Gunnell,Aye,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,36,suspend rules and approve Ordinance 2026-10,,Motion passes.,David Erickson,Nolan Gunnell,Sandi Goodlander,Aye,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,36,suspend rules and approve Ordinance 2026-10,,Motion passes.,David Erickson,Nolan Gunnell,Keegan Garrity,Aye,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,36,suspend rules and approve Ordinance 2026-10,,Motion passes.,David Erickson,Nolan Gunnell,Mark Hurd,Aye,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,36,suspend rules and approve Ordinance 2026-10,,Motion passes.,David Erickson,Nolan Gunnell,JoAnn Bennett,Aye,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,36,suspend rules and approve Ordinance 2026-10,,Motion passes.,David Erickson,Nolan Gunnell,Kathryn Beus,Absent,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,37,suspend rules and approve Ordinance 2026-11,,Motion passes.,Mark Hurd,JoAnn Bennett,David Erickson,Aye,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,37,suspend rules and approve Ordinance 2026-11,,Motion passes.,Mark Hurd,JoAnn Bennett,Nolan Gunnell,Aye,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,37,suspend rules and approve Ordinance 2026-11,,Motion passes.,Mark Hurd,JoAnn Bennett,Sandi Goodlander,Aye,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,37,suspend rules and approve Ordinance 2026-11,,Motion passes.,Mark Hurd,JoAnn Bennett,Keegan Garrity,Aye,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,37,suspend rules and approve Ordinance 2026-11,,Motion passes.,Mark Hurd,JoAnn Bennett,Mark Hurd,Aye,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,37,suspend rules and approve Ordinance 2026-11,,Motion passes.,Mark Hurd,JoAnn Bennett,JoAnn Bennett,Aye,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,37,suspend rules and approve Ordinance 2026-11,,Motion passes.,Mark Hurd,JoAnn Bennett,Kathryn Beus,Absent,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,38,suspend rules and approve Ordinance 2026-13,,Motion passes.,David Erickson,Mark Hurd,David Erickson,Aye,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,38,suspend rules and approve Ordinance 2026-13,,Motion passes.,David Erickson,Mark Hurd,Nolan Gunnell,Aye,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,38,suspend rules and approve Ordinance 2026-13,,Motion passes.,David Erickson,Mark Hurd,Sandi Goodlander,Aye,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,38,suspend rules and approve Ordinance 2026-13,,Motion passes.,David Erickson,Mark Hurd,Keegan Garrity,Aye,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,38,suspend rules and approve Ordinance 2026-13,,Motion passes.,David Erickson,Mark Hurd,Mark Hurd,Aye,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,38,suspend rules and approve Ordinance 2026-13,,Motion passes.,David Erickson,Mark Hurd,JoAnn Bennett,Aye,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,38,suspend rules and approve Ordinance 2026-13,,Motion passes.,David Erickson,Mark Hurd,Kathryn Beus,Absent,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,39,approve Resolution 2026-07,,Motion passes.,Nolan Gunnell,David Erickson,David Erickson,Aye,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,39,approve Resolution 2026-07,,Motion passes.,Nolan Gunnell,David Erickson,Nolan Gunnell,Aye,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,39,approve Resolution 2026-07,,Motion passes.,Nolan Gunnell,David Erickson,Sandi Goodlander,Aye,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,39,approve Resolution 2026-07,,Motion passes.,Nolan Gunnell,David Erickson,Keegan Garrity,Aye,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,39,approve Resolution 2026-07,,Motion passes.,Nolan Gunnell,David Erickson,Mark Hurd,Aye,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,39,approve Resolution 2026-07,,Motion passes.,Nolan Gunnell,David Erickson,JoAnn Bennett,Aye,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,39,approve Resolution 2026-07,,Motion passes.,Nolan Gunnell,David Erickson,Kathryn Beus,Absent,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,40,approve Resolution 2026-09,,Motion passes.,Nolan Gunnell,Keegan Garrity,David Erickson,Aye,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,40,approve Resolution 2026-09,,Motion passes.,Nolan Gunnell,Keegan Garrity,Nolan Gunnell,Aye,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,40,approve Resolution 2026-09,,Motion passes.,Nolan Gunnell,Keegan Garrity,Sandi Goodlander,Aye,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,40,approve Resolution 2026-09,,Motion passes.,Nolan Gunnell,Keegan Garrity,Keegan Garrity,Aye,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,40,approve Resolution 2026-09,,Motion passes.,Nolan Gunnell,Keegan Garrity,Mark Hurd,Aye,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,40,approve Resolution 2026-09,,Motion passes.,Nolan Gunnell,Keegan Garrity,JoAnn Bennett,Aye,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,40,approve Resolution 2026-09,,Motion passes.,Nolan Gunnell,Keegan Garrity,Kathryn Beus,Absent,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,41,approve Resolution 2026-05,,Motion passes.,Nolan Gunnell,Keegan Garrity,David Erickson,Aye,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,41,approve Resolution 2026-05,,Motion passes.,Nolan Gunnell,Keegan Garrity,Nolan Gunnell,Aye,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,41,approve Resolution 2026-05,,Motion passes.,Nolan Gunnell,Keegan Garrity,Sandi Goodlander,Aye,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,41,approve Resolution 2026-05,,Motion passes.,Nolan Gunnell,Keegan Garrity,Keegan Garrity,Aye,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,41,approve Resolution 2026-05,,Motion passes.,Nolan Gunnell,Keegan Garrity,Mark Hurd,Aye,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,41,approve Resolution 2026-05,,Motion passes.,Nolan Gunnell,Keegan Garrity,JoAnn Bennett,Aye,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,41,approve Resolution 2026-05,,Motion passes.,Nolan Gunnell,Keegan Garrity,Kathryn Beus,Absent,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,42,move the April 28th meeting to April 21st,,Motion passes.,Keegan Garrity,Mark Hurd,David Erickson,Aye,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,42,move the April 28th meeting to April 21st,,Motion passes.,Keegan Garrity,Mark Hurd,Nolan Gunnell,Aye,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,42,move the April 28th meeting to April 21st,,Motion passes.,Keegan Garrity,Mark Hurd,Sandi Goodlander,Aye,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,42,move the April 28th meeting to April 21st,,Motion passes.,Keegan Garrity,Mark Hurd,Keegan Garrity,Aye,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,42,move the April 28th meeting to April 21st,,Motion passes.,Keegan Garrity,Mark Hurd,Mark Hurd,Aye,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,42,move the April 28th meeting to April 21st,,Motion passes.,Keegan Garrity,Mark Hurd,JoAnn Bennett,Aye,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,42,move the April 28th meeting to April 21st,,Motion passes.,Keegan Garrity,Mark Hurd,Kathryn Beus,Absent,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,43,enter Executive Session,,Motion passes.,David Erickson,Keegan Garrity,David Erickson,Aye,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,43,enter Executive Session,,Motion passes.,David Erickson,Keegan Garrity,Nolan Gunnell,Aye,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,43,enter Executive Session,,Motion passes.,David Erickson,Keegan Garrity,Sandi Goodlander,Aye,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,43,enter Executive Session,,Motion passes.,David Erickson,Keegan Garrity,Keegan Garrity,Aye,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,43,enter Executive Session,,Motion passes.,David Erickson,Keegan Garrity,Mark Hurd,Aye,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-03-24,2026,Cache County Council Council Meeting,Council,43,enter Executive Session,,Motion passes.,David Erickson,Keegan Garrity,Kathryn Beus,Absent,legislative/minutes/2026/2026-03-24_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,1,approve agenda,,Motion passes.,Nolan Gunnell,David Erickson,David Erickson,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,1,approve agenda,,Motion passes.,Nolan Gunnell,David Erickson,Kathryn Beus,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,1,approve agenda,,Motion passes.,Nolan Gunnell,David Erickson,Nolan Gunnell,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,1,approve agenda,,Motion passes.,Nolan Gunnell,David Erickson,Sandi Goodlander,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,1,approve agenda,,Motion passes.,Nolan Gunnell,David Erickson,Keegan Garrity,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,1,approve agenda,,Motion passes.,Nolan Gunnell,David Erickson,Mark Hurd,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,1,approve agenda,,Motion passes.,Nolan Gunnell,David Erickson,JoAnn Bennett,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,2,approve minutes with the proposed amendment,,Motion passes.,David Erickson,Nolan Gunnell,David Erickson,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,2,approve minutes with the proposed amendment,,Motion passes.,David Erickson,Nolan Gunnell,Kathryn Beus,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,2,approve minutes with the proposed amendment,,Motion passes.,David Erickson,Nolan Gunnell,Nolan Gunnell,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,2,approve minutes with the proposed amendment,,Motion passes.,David Erickson,Nolan Gunnell,Sandi Goodlander,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,2,approve minutes with the proposed amendment,,Motion passes.,David Erickson,Nolan Gunnell,Mark Hurd,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,2,approve minutes with the proposed amendment,,Motion passes.,David Erickson,Nolan Gunnell,JoAnn Bennett,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,2,approve minutes with the proposed amendment,,Motion passes.,David Erickson,Nolan Gunnell,Keegan Garrity,Abstain,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,3,accept the fraud risk assessment,,Motion passes.,Kathryn Beus,JoAnn Bennett,David Erickson,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,3,accept the fraud risk assessment,,Motion passes.,Kathryn Beus,JoAnn Bennett,Kathryn Beus,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,3,accept the fraud risk assessment,,Motion passes.,Kathryn Beus,JoAnn Bennett,Nolan Gunnell,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,3,accept the fraud risk assessment,,Motion passes.,Kathryn Beus,JoAnn Bennett,Sandi Goodlander,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,3,accept the fraud risk assessment,,Motion passes.,Kathryn Beus,JoAnn Bennett,Keegan Garrity,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,3,accept the fraud risk assessment,,Motion passes.,Kathryn Beus,JoAnn Bennett,Mark Hurd,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,3,accept the fraud risk assessment,,Motion passes.,Kathryn Beus,JoAnn Bennett,JoAnn Bennett,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,4,accept the amendment to the Cache County Office Holiday Schedule,,Motion passes.,Kathryn Beus,David Erickson,David Erickson,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,4,accept the amendment to the Cache County Office Holiday Schedule,,Motion passes.,Kathryn Beus,David Erickson,Kathryn Beus,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,4,accept the amendment to the Cache County Office Holiday Schedule,,Motion passes.,Kathryn Beus,David Erickson,Nolan Gunnell,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,4,accept the amendment to the Cache County Office Holiday Schedule,,Motion passes.,Kathryn Beus,David Erickson,Sandi Goodlander,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,4,accept the amendment to the Cache County Office Holiday Schedule,,Motion passes.,Kathryn Beus,David Erickson,Keegan Garrity,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,4,accept the amendment to the Cache County Office Holiday Schedule,,Motion passes.,Kathryn Beus,David Erickson,Mark Hurd,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,4,accept the amendment to the Cache County Office Holiday Schedule,,Motion passes.,Kathryn Beus,David Erickson,JoAnn Bennett,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,5,"set the public hearings for Ordinances 2026-20, 2026-21 and 2026-23 for May 12, 2026 at 5:30 PM",,Motion passes.,Kathryn Beus,Nolan Gunnell,David Erickson,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,5,"set the public hearings for Ordinances 2026-20, 2026-21 and 2026-23 for May 12, 2026 at 5:30 PM",,Motion passes.,Kathryn Beus,Nolan Gunnell,Kathryn Beus,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,5,"set the public hearings for Ordinances 2026-20, 2026-21 and 2026-23 for May 12, 2026 at 5:30 PM",,Motion passes.,Kathryn Beus,Nolan Gunnell,Nolan Gunnell,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,5,"set the public hearings for Ordinances 2026-20, 2026-21 and 2026-23 for May 12, 2026 at 5:30 PM",,Motion passes.,Kathryn Beus,Nolan Gunnell,Sandi Goodlander,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,5,"set the public hearings for Ordinances 2026-20, 2026-21 and 2026-23 for May 12, 2026 at 5:30 PM",,Motion passes.,Kathryn Beus,Nolan Gunnell,Keegan Garrity,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,5,"set the public hearings for Ordinances 2026-20, 2026-21 and 2026-23 for May 12, 2026 at 5:30 PM",,Motion passes.,Kathryn Beus,Nolan Gunnell,Mark Hurd,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,5,"set the public hearings for Ordinances 2026-20, 2026-21 and 2026-23 for May 12, 2026 at 5:30 PM",,Motion passes.,Kathryn Beus,Nolan Gunnell,JoAnn Bennett,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,6,waive rules and approve Ordinance 2026-22,,Motion passes.,Mark Hurd,David Erickson,David Erickson,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,6,waive rules and approve Ordinance 2026-22,,Motion passes.,Mark Hurd,David Erickson,Kathryn Beus,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,6,waive rules and approve Ordinance 2026-22,,Motion passes.,Mark Hurd,David Erickson,Nolan Gunnell,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,6,waive rules and approve Ordinance 2026-22,,Motion passes.,Mark Hurd,David Erickson,Sandi Goodlander,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,6,waive rules and approve Ordinance 2026-22,,Motion passes.,Mark Hurd,David Erickson,Keegan Garrity,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,6,waive rules and approve Ordinance 2026-22,,Motion passes.,Mark Hurd,David Erickson,Mark Hurd,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,6,waive rules and approve Ordinance 2026-22,,Motion passes.,Mark Hurd,David Erickson,JoAnn Bennett,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,7,suspend rules and approve Ordinance 2026-24 for six months,,Motion failed.,JoAnn Bennett,Keegan Garrity,Keegan Garrity,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,7,suspend rules and approve Ordinance 2026-24 for six months,,Motion failed.,JoAnn Bennett,Keegan Garrity,JoAnn Bennett,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,7,suspend rules and approve Ordinance 2026-24 for six months,,Motion failed.,JoAnn Bennett,Keegan Garrity,David Erickson,Nay,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,7,suspend rules and approve Ordinance 2026-24 for six months,,Motion failed.,JoAnn Bennett,Keegan Garrity,Kathryn Beus,Nay,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,7,suspend rules and approve Ordinance 2026-24 for six months,,Motion failed.,JoAnn Bennett,Keegan Garrity,Nolan Gunnell,Nay,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,7,suspend rules and approve Ordinance 2026-24 for six months,,Motion failed.,JoAnn Bennett,Keegan Garrity,Sandi Goodlander,Nay,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,7,suspend rules and approve Ordinance 2026-24 for six months,,Motion failed.,JoAnn Bennett,Keegan Garrity,Mark Hurd,Nay,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,8,approve Resolution 2026-13,,Motion passes.,Nolan Gunnell,Kathryn Beus,Kathryn Beus,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,8,approve Resolution 2026-13,,Motion passes.,Nolan Gunnell,Kathryn Beus,Nolan Gunnell,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,8,approve Resolution 2026-13,,Motion passes.,Nolan Gunnell,Kathryn Beus,Sandi Goodlander,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,8,approve Resolution 2026-13,,Motion passes.,Nolan Gunnell,Kathryn Beus,Keegan Garrity,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,8,approve Resolution 2026-13,,Motion passes.,Nolan Gunnell,Kathryn Beus,JoAnn Bennett,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,8,approve Resolution 2026-13,,Motion passes.,Nolan Gunnell,Kathryn Beus,David Erickson,Nay,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,8,approve Resolution 2026-13,,Motion passes.,Nolan Gunnell,Kathryn Beus,Mark Hurd,Nay,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,9,approve agenda,,Motion passes.,Nolan Gunnell,Kathryn Beus,David Erickson,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,9,approve agenda,,Motion passes.,Nolan Gunnell,Kathryn Beus,Kathryn Beus,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,9,approve agenda,,Motion passes.,Nolan Gunnell,Kathryn Beus,Nolan Gunnell,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,9,approve agenda,,Motion passes.,Nolan Gunnell,Kathryn Beus,Sandi Goodlander,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,9,approve agenda,,Motion passes.,Nolan Gunnell,Kathryn Beus,Mark Hurd,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,9,approve agenda,,Motion passes.,Nolan Gunnell,Kathryn Beus,JoAnn Bennett,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,9,approve agenda,,Motion passes.,Nolan Gunnell,Kathryn Beus,Keegan Garrity,Absent,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,10,approve minutes,,Motion passes.,Mark Hurd,JoAnn Bennett,David Erickson,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,10,approve minutes,,Motion passes.,Mark Hurd,JoAnn Bennett,Kathryn Beus,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,10,approve minutes,,Motion passes.,Mark Hurd,JoAnn Bennett,Nolan Gunnell,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
2026-04-21,2026,Cache County Council Council Meeting,Council,10,approve minutes,,Motion passes.,Mark Hurd,JoAnn Bennett,Sandi Goodlander,Aye,legislative/minutes/2026/2026-04-21_council.md,citysite_minutes
