year,election_type,office,district,contest,precinct,candidate,votes,suppressed
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD041,RICH CUNNINGHAM,74,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD041,MARK T. WOOLLEY,103,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD042,DAWN RAMSEY,66,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD042,RICH CUNNINGHAM,57,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD042,MARK T. WOOLLEY,38,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD045,DAWN RAMSEY,42,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD045,RICH CUNNINGHAM,31,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD045,MARK T. WOOLLEY,42,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD046,DAWN RAMSEY,24,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD046,RICH CUNNINGHAM,38,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD046,MARK T. WOOLLEY,33,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD047,DAWN RAMSEY,60,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD047,RICH CUNNINGHAM,40,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD047,MARK T. WOOLLEY,43,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD049,DAWN RAMSEY,50,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD049,RICH CUNNINGHAM,17,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD049,MARK T. WOOLLEY,40,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD050,DAWN RAMSEY,39,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD050,RICH CUNNINGHAM,22,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD050,MARK T. WOOLLEY,95,False
2019,municipal general,Council,1,South Jordan City Council District 1,SJD016,PATRICK HARRIS,147,False
2019,municipal general,Council,1,South Jordan City Council District 1,SJD017,PATRICK HARRIS,184,False
2019,municipal general,Council,1,South Jordan City Council District 1,SJD018,PATRICK HARRIS,125,False
2019,municipal general,Council,1,South Jordan City Council District 1,SJD019,PATRICK HARRIS,306,False
2019,municipal general,Council,1,South Jordan City Council District 1,SJD020,PATRICK HARRIS,13,False
2019,municipal general,Council,1,South Jordan City Council District 1,SJD021,PATRICK HARRIS,179,False
2019,municipal general,Council,1,South Jordan City Council District 1,SJD022,PATRICK HARRIS,216,False
2019,municipal general,Council,1,South Jordan City Council District 1,SJD037,PATRICK HARRIS,82,False
2019,municipal general,Council,1,South Jordan City Council District 1,SJD040,PATRICK HARRIS,144,False
2019,municipal general,Council,1,South Jordan City Council District 1,SJD050,PATRICK HARRIS,105,False
2019,municipal general,Council,2,South Jordan City Council District 2,SJD007,BRADLEY G. MARLOR,63,False
2019,municipal general,Council,2,South Jordan City Council District 2,SJD007,BRADY QUINN,61,False
2019,municipal general,Council,2,South Jordan City Council District 2,SJD008,BRADLEY G. MARLOR,139,False
2019,municipal general,Council,2,South Jordan City Council District 2,SJD008,BRADY QUINN,131,False
2019,municipal general,Council,2,South Jordan City Council District 2,SJD009,BRADLEY G. MARLOR,19,False
2019,municipal general,Council,2,South Jordan City Council District 2,SJD009,BRADY QUINN,17,False
2019,municipal general,Council,2,South Jordan City Council District 2,SJD010,BRADLEY G. MARLOR,142,False
2019,municipal general,Council,2,South Jordan City Council District 2,SJD010,BRADY QUINN,82,False
2019,municipal general,Council,2,South Jordan City Council District 2,SJD012,BRADLEY G. MARLOR,137,False
2019,municipal general,Council,2,South Jordan City Council District 2,SJD012,BRADY QUINN,196,False
2019,municipal general,Council,2,South Jordan City Council District 2,SJD013,BRADLEY G. MARLOR,179,False
2019,municipal general,Council,2,South Jordan City Council District 2,SJD013,BRADY QUINN,100,False
2019,municipal general,Council,2,South Jordan City Council District 2,SJD014,BRADLEY G. MARLOR,277,False
2019,municipal general,Council,2,South Jordan City Council District 2,SJD014,BRADY QUINN,99,False
2019,municipal general,Council,2,South Jordan City Council District 2,SJD015,BRADLEY G. MARLOR,205,False
2019,municipal general,Council,2,South Jordan City Council District 2,SJD015,BRADY QUINN,78,False
2019,municipal general,Council,4,South Jordan City Council District 4,SJD025,TAMARA ZANDER,108,False
2019,municipal general,Council,4,South Jordan City Council District 4,SJD029,TAMARA ZANDER,93,False
2019,municipal general,Council,4,South Jordan City Council District 4,SJD033,TAMARA ZANDER,70,False
2019,municipal general,Council,4,South Jordan City Council District 4,SJD038,TAMARA ZANDER,206,False
2019,municipal general,Council,4,South Jordan City Council District 4,SJD039,TAMARA ZANDER,9,False
2019,municipal general,Council,4,South Jordan City Council District 4,SJD041,TAMARA ZANDER,137,False
2019,municipal general,Council,4,South Jordan City Council District 4,SJD042,TAMARA ZANDER,99,False
2019,municipal general,Council,4,South Jordan City Council District 4,SJD043,TAMARA ZANDER,99,False
2019,municipal general,Council,4,South Jordan City Council District 4,SJD046,TAMARA ZANDER,44,False
2019,municipal general,Council,4,South Jordan City Council District 4,SJD049,TAMARA ZANDER,70,False
2021,municipal general,Council,3,South Jordan City Council District 3,SJD001,DON SHELTON,309,False
2021,municipal general,Council,3,South Jordan City Council District 3,SJD002,DON SHELTON,14,False
2021,municipal general,Council,3,South Jordan City Council District 3,SJD003,DON SHELTON,260,False
2021,municipal general,Council,3,South Jordan City Council District 3,SJD004,DON SHELTON,338,False
2021,municipal general,Council,3,South Jordan City Council District 3,SJD005,DON SHELTON,162,False
2021,municipal general,Council,3,South Jordan City Council District 3,SJD006,DON SHELTON,210,False
2021,municipal general,Council,3,South Jordan City Council District 3,SJD023,DON SHELTON,303,False
2021,municipal general,Council,3,South Jordan City Council District 3,SJD024,DON SHELTON,510,False
2021,municipal general,Council,3,South Jordan City Council District 3,SJD027,DON SHELTON,242,False
2021,municipal general,Council,3,South Jordan City Council District 3,SJD035,DON SHELTON,217,False
2021,municipal general,Council,3,South Jordan City Council District 3,SJD045,DON SHELTON,113,False
2021,municipal general,Council,3,South Jordan City Council District 3,SJD051,DON SHELTON,390,False
2021,municipal general,Council,5,South Jordan City Council District 5,SJD011,JASON MCGUIRE,189,False
2021,municipal general,Council,5,South Jordan City Council District 5,SJD026,JASON MCGUIRE,247,False
2021,municipal general,Council,5,South Jordan City Council District 5,SJD028,JASON MCGUIRE,179,False
2021,municipal general,Council,5,South Jordan City Council District 5,SJD030,JASON MCGUIRE,258,False
2021,municipal general,Council,5,South Jordan City Council District 5,SJD031,JASON MCGUIRE,300,False
2021,municipal general,Council,5,South Jordan City Council District 5,SJD032,JASON MCGUIRE,239,False
2021,municipal general,Council,5,South Jordan City Council District 5,SJD034,JASON MCGUIRE,210,False
2021,municipal general,Council,5,South Jordan City Council District 5,SJD036,JASON MCGUIRE,190,False
2021,municipal general,Council,5,South Jordan City Council District 5,SJD047,JASON MCGUIRE,229,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD001,DAWN R RAMSEY,316,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD001,STONE FONUA,26,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD002,DAWN R RAMSEY,18,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD002,STONE FONUA,0,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD003,DAWN R RAMSEY,258,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD003,STONE FONUA,29,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD004,DAWN R RAMSEY,338,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD004,STONE FONUA,37,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD005,DAWN R RAMSEY,180,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD005,STONE FONUA,9,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD006,DAWN R RAMSEY,240,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD006,STONE FONUA,29,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD007,DAWN R RAMSEY,150,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD007,STONE FONUA,19,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD008,DAWN R RAMSEY,336,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD008,STONE FONUA,17,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD009,DAWN R RAMSEY,29,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD009,STONE FONUA,5,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD010,DAWN R RAMSEY,235,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD010,STONE FONUA,21,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD011,DAWN R RAMSEY,187,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD011,STONE FONUA,26,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD012,DAWN R RAMSEY,303,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD012,STONE FONUA,40,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD013,DAWN R RAMSEY,316,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD013,STONE FONUA,32,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD014,DAWN R RAMSEY,339,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD014,STONE FONUA,27,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD015,DAWN R RAMSEY,279,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD015,STONE FONUA,25,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD016,DAWN R RAMSEY,271,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD016,STONE FONUA,13,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD017,DAWN R RAMSEY,413,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD017,STONE FONUA,22,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD018,DAWN R RAMSEY,243,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD018,STONE FONUA,19,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD019,DAWN R RAMSEY,389,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD019,STONE FONUA,25,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD020,DAWN R RAMSEY,34,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD020,STONE FONUA,1,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD021,DAWN R RAMSEY,281,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD021,STONE FONUA,23,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD022,DAWN R RAMSEY,376,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD022,STONE FONUA,28,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD023,DAWN R RAMSEY,337,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD023,STONE FONUA,26,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD024,DAWN R RAMSEY,537,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD024,STONE FONUA,53,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD025,DAWN R RAMSEY,195,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD025,STONE FONUA,19,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD026,DAWN R RAMSEY,271,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD026,STONE FONUA,18,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD027,DAWN R RAMSEY,274,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD027,STONE FONUA,26,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD028,DAWN R RAMSEY,197,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD028,STONE FONUA,15,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD029,DAWN R RAMSEY,201,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD029,STONE FONUA,20,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD030,DAWN R RAMSEY,273,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD030,STONE FONUA,18,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD031,DAWN R RAMSEY,316,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD031,STONE FONUA,28,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD032,DAWN R RAMSEY,255,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD032,STONE FONUA,19,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD033,DAWN R RAMSEY,177,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD033,STONE FONUA,10,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD034,DAWN R RAMSEY,223,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD034,STONE FONUA,27,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD035,DAWN R RAMSEY,234,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD035,STONE FONUA,18,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD036,DAWN R RAMSEY,206,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD036,STONE FONUA,26,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD037,DAWN R RAMSEY,163,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD037,STONE FONUA,14,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD038,DAWN R RAMSEY,330,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD038,STONE FONUA,39,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD039,DAWN R RAMSEY,41,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD039,STONE FONUA,6,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD040,DAWN R RAMSEY,280,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD040,STONE FONUA,31,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD041,DAWN R RAMSEY,313,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD041,STONE FONUA,27,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD042,DAWN R RAMSEY,206,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD042,STONE FONUA,20,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD043,DAWN R RAMSEY,219,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD043,STONE FONUA,18,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD045,DAWN R RAMSEY,121,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD045,STONE FONUA,20,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD046,DAWN R RAMSEY,99,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD046,STONE FONUA,14,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD047,DAWN R RAMSEY,243,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD047,STONE FONUA,30,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD049,DAWN R RAMSEY,136,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD049,STONE FONUA,20,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD050,DAWN R RAMSEY,136,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD050,STONE FONUA,8,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD051,DAWN R RAMSEY,437,False
2021,municipal general,Mayor,,South Jordan City Mayor,SJD051,STONE FONUA,47,False
2023,municipal general,Council,1,South Jordan City Council District 1,SJD001,PATRICK HARRIS,19,False
2023,municipal general,Council,1,South Jordan City Council District 1,SJD012,PATRICK HARRIS,96,False
2023,municipal general,Council,1,South Jordan City Council District 1,SJD013,PATRICK HARRIS,29,False
2023,municipal general,Council,1,South Jordan City Council District 1,SJD014,PATRICK HARRIS,9,False
2023,municipal general,Council,1,South Jordan City Council District 1,SJD024,PATRICK HARRIS,206,False
2023,municipal general,Council,1,South Jordan City Council District 1,SJD025,PATRICK HARRIS,11,False
2023,municipal general,Council,1,South Jordan City Council District 1,SJD043,PATRICK HARRIS,138,False
2023,municipal general,Council,1,South Jordan City Council District 1,SJD044,PATRICK HARRIS,100,False
2023,municipal general,Council,1,South Jordan City Council District 1,SJD047,PATRICK HARRIS,86,False
2023,municipal general,Council,1,South Jordan City Council District 1,SJD048,PATRICK HARRIS,151,False
2023,municipal general,Council,1,South Jordan City Council District 1,SJD050,PATRICK HARRIS,82,False
2023,municipal general,Council,1,South Jordan City Council District 1,SJD051,PATRICK HARRIS,204,False
2023,municipal general,Council,1,South Jordan City Council District 1,SJD052,PATRICK HARRIS,83,False
2023,municipal general,Council,1,South Jordan City Council District 1,SJD063,PATRICK HARRIS,83,False
2023,municipal general,Council,2,South Jordan City Council District 2,SJD006,LAUREL BEVANS,24,False
2023,municipal general,Council,2,South Jordan City Council District 2,SJD006,KATHIE L. JOHNSON,2,False
2023,municipal general,Council,2,South Jordan City Council District 2,SJD007,LAUREL BEVANS,106,False
2023,municipal general,Council,2,South Jordan City Council District 2,SJD007,KATHIE L. JOHNSON,215,False
2023,municipal general,Council,2,South Jordan City Council District 2,SJD008,LAUREL BEVANS,109,False
2023,municipal general,Council,2,South Jordan City Council District 2,SJD008,KATHIE L. JOHNSON,303,False
2023,municipal general,Council,2,South Jordan City Council District 2,SJD009,LAUREL BEVANS,87,False
2023,municipal general,Council,2,South Jordan City Council District 2,SJD009,KATHIE L. JOHNSON,112,False
2023,municipal general,Council,2,South Jordan City Council District 2,SJD010,LAUREL BEVANS,54,False
2023,municipal general,Council,2,South Jordan City Council District 2,SJD010,KATHIE L. JOHNSON,109,False
2023,municipal general,Council,2,South Jordan City Council District 2,SJD011,LAUREL BEVANS,52,False
2023,municipal general,Council,2,South Jordan City Council District 2,SJD011,KATHIE L. JOHNSON,70,False
2023,municipal general,Council,2,South Jordan City Council District 2,SJD020,LAUREL BEVANS,115,False
2023,municipal general,Council,2,South Jordan City Council District 2,SJD020,KATHIE L. JOHNSON,158,False
2023,municipal general,Council,2,South Jordan City Council District 2,SJD021,LAUREL BEVANS,91,False
2023,municipal general,Council,2,South Jordan City Council District 2,SJD021,KATHIE L. JOHNSON,213,False
2023,municipal general,Council,2,South Jordan City Council District 2,SJD022,LAUREL BEVANS,85,False
2023,municipal general,Council,2,South Jordan City Council District 2,SJD022,KATHIE L. JOHNSON,160,False
2023,municipal general,Council,2,South Jordan City Council District 2,SJD023,LAUREL BEVANS,247,False
2023,municipal general,Council,2,South Jordan City Council District 2,SJD023,KATHIE L. JOHNSON,318,False
2023,municipal general,Council,2,South Jordan City Council District 2,SJD038,LAUREL BEVANS,133,False
2023,municipal general,Council,2,South Jordan City Council District 2,SJD038,KATHIE L. JOHNSON,151,False
2023,municipal general,Council,2,South Jordan City Council District 2,SJD039,LAUREL BEVANS,112,False
2023,municipal general,Council,2,South Jordan City Council District 2,SJD039,KATHIE L. JOHNSON,32,False
2023,municipal general,Council,2,South Jordan City Council District 2,SJD040,LAUREL BEVANS,75,False
2023,municipal general,Council,2,South Jordan City Council District 2,SJD040,KATHIE L. JOHNSON,164,False
2023,municipal general,Council,2,South Jordan City Council District 2,SJD041,LAUREL BEVANS,67,False
2023,municipal general,Council,2,South Jordan City Council District 2,SJD041,KATHIE L. JOHNSON,103,False
2023,municipal general,Council,2,South Jordan City Council District 2,SJD042,LAUREL BEVANS,27,False
2023,municipal general,Council,2,South Jordan City Council District 2,SJD042,KATHIE L. JOHNSON,120,False
2023,municipal general,Council,4,South Jordan City Council District 4,SJD026,TAMARA ZANDER,84,False
2023,municipal general,Council,4,South Jordan City Council District 4,SJD029,TAMARA ZANDER,73,False
2023,municipal general,Council,4,South Jordan City Council District 4,SJD032,TAMARA ZANDER,114,False
2023,municipal general,Council,4,South Jordan City Council District 4,SJD053,TAMARA ZANDER,58,False
2023,municipal general,Council,4,South Jordan City Council District 4,SJD054,TAMARA ZANDER,89,False
2023,municipal general,Council,4,South Jordan City Council District 4,SJD055,TAMARA ZANDER,97,False
2023,municipal general,Council,4,South Jordan City Council District 4,SJD056,TAMARA ZANDER,130,False
2023,municipal general,Council,4,South Jordan City Council District 4,SJD057,TAMARA ZANDER,80,False
2023,municipal general,Council,4,South Jordan City Council District 4,SJD059,TAMARA ZANDER,56,False
2023,municipal general,Council,4,South Jordan City Council District 4,SJD060,TAMARA ZANDER,76,False
2023,municipal general,Council,4,South Jordan City Council District 4,SJD061,TAMARA ZANDER,97,False
2023,municipal general,Council,4,South Jordan City Council District 4,SJD062,TAMARA ZANDER,240,False
2023,municipal general,Council,4,South Jordan City Council District 4,SJD064,TAMARA ZANDER,147,False
2025,municipal general,Council,3,South Jordan City Council District 3,SJD002,DON SHELTON,186,False
2025,municipal general,Council,3,South Jordan City Council District 3,SJD002,RACHEL LEWIS,63,False
2025,municipal general,Council,3,South Jordan City Council District 3,SJD002,Write-in (unresolved),0,False
2025,municipal general,Council,3,South Jordan City Council District 3,SJD003,DON SHELTON,144,False
2025,municipal general,Council,3,South Jordan City Council District 3,SJD003,RACHEL LEWIS,78,False
2025,municipal general,Council,3,South Jordan City Council District 3,SJD003,Write-in (unresolved),0,False
2025,municipal general,Council,3,South Jordan City Council District 3,SJD004,DON SHELTON,220,False
2025,municipal general,Council,3,South Jordan City Council District 3,SJD004,RACHEL LEWIS,137,False
2025,municipal general,Council,3,South Jordan City Council District 3,SJD004,Write-in (unresolved),0,False
2025,municipal general,Council,3,South Jordan City Council District 3,SJD005,DON SHELTON,128,False
2025,municipal general,Council,3,South Jordan City Council District 3,SJD005,RACHEL LEWIS,161,False
2025,municipal general,Council,3,South Jordan City Council District 3,SJD005,Write-in (unresolved),0,False
2025,municipal general,Council,3,South Jordan City Council District 3,SJD015,DON SHELTON,257,False
2025,municipal general,Council,3,South Jordan City Council District 3,SJD015,RACHEL LEWIS,147,False
2025,municipal general,Council,3,South Jordan City Council District 3,SJD015,Write-in (unresolved),0,False
2025,municipal general,Council,3,South Jordan City Council District 3,SJD016,DON SHELTON,142,False
2025,municipal general,Council,3,South Jordan City Council District 3,SJD016,RACHEL LEWIS,247,False
2025,municipal general,Council,3,South Jordan City Council District 3,SJD016,Write-in (unresolved),0,False
2025,municipal general,Council,3,South Jordan City Council District 3,SJD017,DON SHELTON,162,False
2025,municipal general,Council,3,South Jordan City Council District 3,SJD017,RACHEL LEWIS,163,False
2025,municipal general,Council,3,South Jordan City Council District 3,SJD017,Write-in (unresolved),0,False
2025,municipal general,Council,3,South Jordan City Council District 3,SJD018,DON SHELTON,182,False
2025,municipal general,Council,3,South Jordan City Council District 3,SJD018,RACHEL LEWIS,182,False
2025,municipal general,Council,3,South Jordan City Council District 3,SJD018,Write-in (unresolved),0,False
2025,municipal general,Council,3,South Jordan City Council District 3,SJD019,DON SHELTON,163,False
2025,municipal general,Council,3,South Jordan City Council District 3,SJD019,RACHEL LEWIS,168,False
2025,municipal general,Council,3,South Jordan City Council District 3,SJD019,Write-in (unresolved),0,False
2025,municipal general,Council,3,South Jordan City Council District 3,SJD027,DON SHELTON,83,False
2025,municipal general,Council,3,South Jordan City Council District 3,SJD027,RACHEL LEWIS,194,False
2025,municipal general,Council,3,South Jordan City Council District 3,SJD027,Write-in (unresolved),0,False
2025,municipal general,Council,3,South Jordan City Council District 3,SJD028,DON SHELTON,86,False
2025,municipal general,Council,3,South Jordan City Council District 3,SJD028,RACHEL LEWIS,168,False
2025,municipal general,Council,3,South Jordan City Council District 3,SJD028,Write-in (unresolved),0,False
2025,municipal general,Council,3,South Jordan City Council District 3,SJD901,DON SHELTON,0,False
2025,municipal general,Council,3,South Jordan City Council District 3,SJD901,RACHEL LEWIS,0,False
2025,municipal general,Council,3,South Jordan City Council District 3,SJD901,Write-in (unresolved),0,False
2025,municipal general,Council,5,South Jordan City Council District 5,SJD030,JASON TIMOTHY MCGUIRE,125,False
2025,municipal general,Council,5,South Jordan City Council District 5,SJD030,STACY HUGHES,164,False
2025,municipal general,Council,5,South Jordan City Council District 5,SJD030,Write-in (unresolved),0,False
2025,municipal general,Council,5,South Jordan City Council District 5,SJD031,JASON TIMOTHY MCGUIRE,151,False
2025,municipal general,Council,5,South Jordan City Council District 5,SJD031,STACY HUGHES,146,False
2025,municipal general,Council,5,South Jordan City Council District 5,SJD031,Write-in (unresolved),0,False
2025,municipal general,Council,5,South Jordan City Council District 5,SJD033,JASON TIMOTHY MCGUIRE,214,False
2025,municipal general,Council,5,South Jordan City Council District 5,SJD033,STACY HUGHES,98,False
2025,municipal general,Council,5,South Jordan City Council District 5,SJD033,Write-in (unresolved),0,False
2025,municipal general,Council,5,South Jordan City Council District 5,SJD034,JASON TIMOTHY MCGUIRE,155,False
2025,municipal general,Council,5,South Jordan City Council District 5,SJD034,STACY HUGHES,119,False
2025,municipal general,Council,5,South Jordan City Council District 5,SJD034,Write-in (unresolved),0,False
2025,municipal general,Council,5,South Jordan City Council District 5,SJD035,JASON TIMOTHY MCGUIRE,111,False
2025,municipal general,Council,5,South Jordan City Council District 5,SJD035,STACY HUGHES,117,False
2025,municipal general,Council,5,South Jordan City Council District 5,SJD035,Write-in (unresolved),0,False
2025,municipal general,Council,5,South Jordan City Council District 5,SJD036,JASON TIMOTHY MCGUIRE,112,False
2025,municipal general,Council,5,South Jordan City Council District 5,SJD036,STACY HUGHES,72,False
2025,municipal general,Council,5,South Jordan City Council District 5,SJD036,Write-in (unresolved),0,False
2025,municipal general,Council,5,South Jordan City Council District 5,SJD037,JASON TIMOTHY MCGUIRE,150,False
2025,municipal general,Council,5,South Jordan City Council District 5,SJD037,STACY HUGHES,136,False
2025,municipal general,Council,5,South Jordan City Council District 5,SJD037,Write-in (unresolved),0,False
2025,municipal general,Council,5,South Jordan City Council District 5,SJD045,JASON TIMOTHY MCGUIRE,86,False
2025,municipal general,Council,5,South Jordan City Council District 5,SJD045,STACY HUGHES,91,False
2025,municipal general,Council,5,South Jordan City Council District 5,SJD045,Write-in (unresolved),0,False
2025,municipal general,Council,5,South Jordan City Council District 5,SJD046,JASON TIMOTHY MCGUIRE,51,False
2025,municipal general,Council,5,South Jordan City Council District 5,SJD046,STACY HUGHES,106,False
2025,municipal general,Council,5,South Jordan City Council District 5,SJD046,Write-in (unresolved),0,False
2025,municipal general,Council,5,South Jordan City Council District 5,SJD049,JASON TIMOTHY MCGUIRE,154,False
2025,municipal general,Council,5,South Jordan City Council District 5,SJD049,STACY HUGHES,107,False
2025,municipal general,Council,5,South Jordan City Council District 5,SJD049,Write-in (unresolved),0,False
2025,municipal general,Council,5,South Jordan City Council District 5,SJD058,JASON TIMOTHY MCGUIRE,26,False
2025,municipal general,Council,5,South Jordan City Council District 5,SJD058,STACY HUGHES,33,False
2025,municipal general,Council,5,South Jordan City Council District 5,SJD058,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD001,NOAH BARRETT,3,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD001,DAWN R RAMSEY,33,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD001,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD002,NOAH BARRETT,39,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD002,DAWN R RAMSEY,210,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD002,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD003,NOAH BARRETT,41,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD003,DAWN R RAMSEY,179,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD003,Write-in (unresolved),0,False
2025,municipal general,Mayor,,South Jordan City Mayor,SJD004,NOAH BARRETT,73,False
